fuelType,model,make,createdOn
Regular,Montego AWD,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Montego FWD,Mercury,Tue Jan 01 00:00:00 EST 2013
Premium,Quattroporte,Maserati,Tue Jan 01 00:00:00 EST 2013
Regular,Optra Wagon,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,9-2x Wagon AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,9-2x Wagon AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,Forenza Wagon,Suzuki,Tue Jan 01 00:00:00 EST 2013
Premium,V50 AWD,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,V50 FWD,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,E55 AMG (Wagon),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Silverado 1500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,SSR Pickup 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Sierra 1500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Van 15/25  2WD Conversion,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Terraza FWD,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Uplander FWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Voyager/Town and Country 2WD,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Monterey Wagon FWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Montana SVX FWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Relay FWD,Saturn,Tue Jan 01 00:00:00 EST 2013
Regular,Terraza AWD,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Uplander AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Montana SVX AWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Relay AWD,Saturn,Tue Jan 01 00:00:00 EST 2013
Premium,Limousine,Chrysler,Tue Jan 01 00:00:00 EST 2013
Premium,Escalade 2WD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,SRX 2WD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,Equinox FWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,PT Cruiser Convertible,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,PT Cruiser Convertible,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Magnum 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Escape Hybrid 2WD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Freestyle FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Envoy XUV 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Tucson 2WD,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,Ascender 7-passenger 2WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,Mariner 2WD,Mercury,Tue Jan 01 00:00:00 EST 2013
Premium,Endeavor 2WD,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Armada 2WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Murano FWD,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Diplomat,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,X5 4.8is,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Escalade AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,Escalade ESV AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,Escalade Ext AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,SRX AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,Equinox AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Magnum AWD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Escape Hybrid 4WD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Freestyle AWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Envoy XUV 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Yukon 1500 AWD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Yukon XL 1500 AWD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Tucson 4WD,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,Ascender 7-passenger 4WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,LR3,Land Rover,Tue Jan 01 00:00:00 EST 2013
Regular,Mariner 4WD,Mercury,Tue Jan 01 00:00:00 EST 2013
Premium,Endeavor 4WD,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Armada 4WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,Outback AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,Outback Wagon AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Outback Wagon AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Mountaineer FFV 2WD,Mercury,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Mountaineer FFV 4WD,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Mark VII,Lincoln,Tue Jan 01 00:00:00 EST 2013
CNG,Sierra 2500 HD 2WD CNG,GMC,Tue Jan 01 00:00:00 EST 2013
CNG,Silverado 2500 HD 4WD CNG,Chevrolet,Tue Jan 01 00:00:00 EST 2013
CNG,Sierra 2500 HD 4WD CNG,GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Voyager/Town and Country 2WD,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Accord Hybrid,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,F430,Ferrari,Tue Jan 01 00:00:00 EST 2013
Regular,Silverado 2500 HD 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Sierra 2500 Hd 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Quattroporte,Maserati,Tue Jan 01 00:00:00 EST 2013
Regular,9-7X AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,420SEL,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,560SEL,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Titan 2WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Titan 4WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Diesel,Liberty/Cherokee 4WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Premium,300C/SRT-8,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Xterra 4WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,C8 Laviolette,Spyker,Tue Jan 01 00:00:00 EST 2013
Regular,C8 Spyder,Spyker,Tue Jan 01 00:00:00 EST 2013
Regular,C8 Spyder Wide Body,Spyker,Tue Jan 01 00:00:00 EST 2013
Premium,DB9 Coupe Manual,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Premium,DB9 Volante Manual,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Premium,L-140/715 Gallardo,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Premium,MX-5,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,SLK280,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Solstice,Pontiac,Tue Jan 01 00:00:00 EST 2013
Premium,DB9 Coupe,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Premium,Carrera 4 Coupe,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,650ci,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,650ci Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Gran Fury,Plymouth,Tue Jan 01 00:00:00 EST 2013
Premium,IS 250,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,IS 250 AWD,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,IS 350,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,Coupe Cambiocorsa/GT/G-Sport,Maserati,Tue Jan 01 00:00:00 EST 2013
Premium,CLK350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLK350 (Cabriolet),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,C280 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,C350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,C350 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLS500,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLS55 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,G6 GT/GTP Convertible,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Rabbit,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,Continental Flying Spur,Bentley,Tue Jan 01 00:00:00 EST 2013
Premium,525xi,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,530xi,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,550i,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Silver Spirit/Spur/Mulsanne,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,STS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,STS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,STS AWD,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,500SE,Texas Coach Company,Tue Jan 01 00:00:00 EST 2013
Regular,Fusion,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,500SEL,Texas Coach Company,Tue Jan 01 00:00:00 EST 2013
Regular,740/760,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,ES 330,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,GS 300 4WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Milan,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Zephyr,Lincoln,Tue Jan 01 00:00:00 EST 2013
Premium,6,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,E350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E350 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Diesel,1000,Pontiac,Tue Jan 01 00:00:00 EST 2013
Diesel,740/760,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,750i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,750li,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Lucerne,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Armored DTS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,DTS,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,300,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Azera,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,M35,Infiniti,Tue Jan 01 00:00:00 EST 2013
Regular,Fleetwood/DeVille,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,S350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Fleetwood Brougham,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,S65 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,A3,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,Fuego,Renault,Tue Jan 01 00:00:00 EST 2013
Premium,9-2X Wagon AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,9-2X Wagon AWD,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,9-3 SportCombi,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,530xi Sport Wagon,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,5,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,E350 (wagon),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E350 4matic (wagon),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E500 4matic (wagon),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E55 AMG (wagon),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Colorado Cab Chassis inc 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,London Taxi,London Coach Co Inc,Tue Jan 01 00:00:00 EST 2013
Regular,Canyon Cab Chassis Inc 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,i-280 Extended Cab 2WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,Mark LT,Lincoln,Tue Jan 01 00:00:00 EST 2013
Regular,Raider Pickup 2WD,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Premium,Silverado 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Sierra 1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Silver Spur Limousine,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Sierra 1500 AWD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Ridgeline Truck 4WD,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,i-350 Crew Cab 4WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,Raider Pickup 4WD,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Savana 1500  AWD Conversion (cargo),GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Montana SV6 FWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Torrent FWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Montana SV6 AWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Torrent AWD,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,HHR FWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,TrailBlazer 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Magnum,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,Magnum,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Escape FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Escape Hybrid FWD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Maxima Wagon,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Corniche/Continental,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,Pilot 2WD,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,Commander 2WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Premium,RX 330 2WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,RX 400h 2WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Mariner FWD,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Highlander Hybrid 2WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,TrailBlazer AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Civic Wagon 4WD,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,H3 4WD,Hummer,Tue Jan 01 00:00:00 EST 2013
Regular,Commander 4WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Diesel,Lynx Wagon,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Range Rover,Land Rover,Tue Jan 01 00:00:00 EST 2013
Regular,Range Rover Sport,Land Rover,Tue Jan 01 00:00:00 EST 2013
Premium,GX 470,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,RX 330 4WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,RX 400h 4WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,GLC Wagon,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,Tribute Hybrid 4WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,R350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,R500,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Mariner Hybrid 4WD,Mercury,Tue Jan 01 00:00:00 EST 2013
Premium,B9 Tribeca AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Space Wagon,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Firenza Cruiser,Oldsmobile,Tue Jan 01 00:00:00 EST 2013
Regular,Grand Vitara AWD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,Highlander Hybrid 4WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Monte Carlo,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Impala,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Crown Victoria,Ford,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Grand Marquis,Mercury,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Town Car,Lincoln,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Durango 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Durango 4WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,STS-V,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,9-5 SportCombi,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,A3 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Outback AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,GT 2WD,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,Elise/Exige,Lotus,Tue Jan 01 00:00:00 EST 2013
Premium,V8 Vantage,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Premium,Veyron,Bugatti,Tue Jan 01 00:00:00 EST 2013
Premium,Z4 3.0si Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Z4 3.0i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Z4 3.0si,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Z4 M Coupe,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Z4 M Roadster,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,XLR-V,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,F141,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,Cayman S,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,Optima (2006 New Model),Kia,Tue Jan 01 00:00:00 EST 2013
Premium,57S,Maybach,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,F150 Pickup 2WD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,F150 Pickup 4WD FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,M6,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,New C70 Convertible,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,Q45 Sport,Infiniti,Tue Jan 01 00:00:00 EST 2013
Regular,18i Sportwagon,Renault,Tue Jan 01 00:00:00 EST 2013
Premium,SL550,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,XK,Jaguar,Tue Jan 01 00:00:00 EST 2013
Premium,XK Convertible,Jaguar,Tue Jan 01 00:00:00 EST 2013
Premium,G5/Pursuit,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Yaris,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,GS 450h,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Quantum Syncro Wagon,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Quantum Wagon,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,ES 350,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Camry Hybrid,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,5000 CS quattro Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,S550,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,5000S Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Fit,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,Silverado Classic 1500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Silverado Classic 1500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Silverado Classic 15 Hybrid 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Sierra Classic 1500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Sierra Classic 1500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Sierra Classic 15 Hybrid 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Silverado Classic 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Silverado Classic 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Silverado Classic 15 Hybrid 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Sierra Classic 1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Sierra Classic 1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Sierra Classic 1500 AWD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Sierra Classic 15 Hybrid 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Quest,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,RX 350 2WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,CX-7 2WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,FJ Cruiser 2WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,Q7,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Stanza Wagon 2WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,Yukon Denali 1500 AWD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,RX 350 4WD,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,CX-7 4WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,GL450 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,FJ Cruiser 4WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Sierra Classic 1500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Silverado Classic 1500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Sierra Classic 1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Silverado Classic 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Savana 1500/2500 2WD (cargo),GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Van 1500/2500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,XLR-V,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,Gallardo Coupe,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Premium,Gallardo Coupe SL,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Premium,Gallardo Spyder,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Regular,Elise/Exige,Lotus,Tue Jan 01 00:00:00 EST 2013
Premium,Cayman,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,SKY,Saturn,Tue Jan 01 00:00:00 EST 2013
Premium,Carrera 4 S Targa,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,Carrera 4 Targa,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,Continental GTC,Bentley,Tue Jan 01 00:00:00 EST 2013
Premium,CLK550,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLK550 (Cabriolet),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLK63 AMG (Cabriolet),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,G5/Pursuit,Pontiac,Tue Jan 01 00:00:00 EST 2013
Premium,Stage 3 Mustang Coupe,Roush Performance,Tue Jan 01 00:00:00 EST 2013
Premium,Eos,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,RS4,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,505 Station Wagon,Peugeot,Tue Jan 01 00:00:00 EST 2013
Premium,3,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,505 Station Wagon,Peugeot,Tue Jan 01 00:00:00 EST 2013
Premium,CLS550,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,CLS63 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Diesel,505 Station Wagon,Peugeot,Tue Jan 01 00:00:00 EST 2013
Regular,Aura,Saturn,Tue Jan 01 00:00:00 EST 2013
Premium,E550,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E550 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E63 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Versa,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,Cressida Wagon,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,M35,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,M35x,Infiniti,Tue Jan 01 00:00:00 EST 2013
Regular,240 DL/240 GL Wagon,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,S550 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,SX4,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,740/760 Wagon,Volvo,Tue Jan 01 00:00:00 EST 2013
Regular,SX4 AWD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Premium,E63 AMG (wagon),Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Diesel,740/760 Wagon,Volvo,Tue Jan 01 00:00:00 EST 2013
Regular,i-290 Extended Cab 2WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,i-370 Crew Cab 4WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,Entourage,Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,HHR FWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Vue Hybrid,Saturn,Tue Jan 01 00:00:00 EST 2013
Regular,LTD Crown Victoria Wagon,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Colorado Cab Chassis inc 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Canyon Cab Chassis Inc 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Grand Marquis Wagon,Mercury,Tue Jan 01 00:00:00 EST 2013
Premium,ML350 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,ML500 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,ML63 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,R350 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,R500 4matic,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,R63 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Custom Cruiser,Oldsmobile,Tue Jan 01 00:00:00 EST 2013
Premium or E85,C230,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Savana 15/25 2WD Conversion (cargo),GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Van 15/25 2WD Conversion,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Van 1500 AWD Conversion,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Express 1500 AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Van 1500/2500 AWD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Savana 1500  AWD Conversion (cargo),GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Savana 1500 AWD (Passenger),GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Savana 1500/2500 AWD (cargo),GMC,Tue Jan 01 00:00:00 EST 2013
